"Area","Programme","Level","Mode","University","University_URL","Programme_URL","Contact","Language"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-7","mailto:study@chorzow.merito.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","The University of Dąbrowa Górnicza","http://www.wsb.edu.pl/index.php?idg=en","https://study.gov.pl/university-dabrowa-gornicza","mailto:info@wsb.edu.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-3","mailto:ENROLLMENT@VIZJA.PL","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Poznan","https://study.gov.pl/university/uniwersytet-wsb-merito-poznan","https://study.gov.pl/uniwersytet-wsb-merito-poznan-2","mailto:study@poznan.merito.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-2","mailto:study@chorzow.merito.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Wyższa Szkoła Bankowa w Łodzi","https://study.gov.pl/university/wyzsza-szkola-bankowa-w-lodzi","https://study.gov.pl/wyzsza-szkola-bankowa-w-lodzi-1","mailto:rekrutacja@wsb.lodz.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Torun","https://study.gov.pl/university/uniwersytet-wsb-merito-torun","https://study.gov.pl/uniwersytet-wsb-merito-torun-8","mailto: study@torun.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","AGH University of Krakow","https://www.agh.edu.pl/","https://study.gov.pl/agh-university-krakow-6","mailto:international.students@agh.edu.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Poznan","https://study.gov.pl/university/uniwersytet-wsb-merito-poznan","https://study.gov.pl/uniwersytet-wsb-merito-poznan-1","mailto:study@poznan.merito.pl","English"
"Technological sciences","Management","Bachelor Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/quality-and-production-management","mailto:iso@pcz.pl","English"
"Technological sciences","Management","Bachelor Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroc-aw-university-technology-6","mailto:admission@pwr.edu.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Opole","https://study.gov.pl/university/uniwersytet-wsb-merito-opole","https://study.gov.pl/uniwersytet-wsb-merito-opole-0","mailto:rekrutacja@opole.merito.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-3","mailto:ENROLLMENT@VIZJA.PL","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Poznan","https://study.gov.pl/university/uniwersytet-wsb-merito-poznan","https://study.gov.pl/uniwersytet-wsb-merito-poznan-2","mailto:study@poznan.merito.pl","English"
"Humanities","Management","Master's Programme","full-time programme","Katowice School of Economics","http://www.gwsh.pl","https://study.gov.pl/katowice-school-economics-1","mailto:int.office@gwsh.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Wyższa Szkoła Biznesu - National Louis University","https://www.wsb-nlu.edu.pl/en","https://study.gov.pl/wyzsza-szkola-biznesu-national-louis-university","mailto:bwz@wsb-nlu.edu.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-7","mailto:study@chorzow.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-12","mailto:studyatbut@pb.edu.pl","English"
"Social sciences","Management","Doctoral studies","part-time programme","University of Social Sciences","http://www.go-poland.pl/university/university-social-sciences","https://study.gov.pl/university-social-sciences-3","mailto:lodz@san.edu.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Poznan","https://study.gov.pl/university/uniwersytet-wsb-merito-poznan","https://study.gov.pl/uniwersytet-wsb-merito-poznan-1","mailto:study@poznan.merito.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Vistula University","https://go-poland.pl/university/vistula-university","https://study.gov.pl/vistula-university-1","mailto:admission2@vistula.edu.pl ","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Chorzów","https://study.gov.pl/university/wsb-merito-chorzow","https://study.gov.pl/uniwersytet-wsb-merito-chorzow-2","mailto:study@chorzow.merito.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Wyższa Szkoła Bankowa w Łodzi","https://study.gov.pl/university/wyzsza-szkola-bankowa-w-lodzi","https://study.gov.pl/wyzsza-szkola-bankowa-w-lodzi-1","mailto:rekrutacja@wsb.lodz.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Torun","https://study.gov.pl/university/uniwersytet-wsb-merito-torun","https://study.gov.pl/uniwersytet-wsb-merito-torun-8","mailto: study@torun.merito.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Lazarski University","https://www.lazarski.pl/en/","https://study.gov.pl/lazarski-university-0","mailto:recruitment@lazarski.edu.pl","English"
"Social sciences","Management","Non-degree programme","part-time programme","Gdańsk University of Technology","https://go-poland.pl/university/gdansk-university-technology","https://study.gov.pl/gda-sk-university-technology-10","mailto:mba@zie.pg.gda.pl ","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Opole","https://study.gov.pl/university/uniwersytet-wsb-merito-opole","https://study.gov.pl/uniwersytet-wsb-merito-opole-0","mailto:rekrutacja@opole.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/management","mailto:iso@pcz.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-4","mailto:ENROLLMENT@VIZJA.PL","English"
"Social sciences","Management","Master's Programme","full-time programme","Wyższa Szkoła Biznesu - National Louis University","https://www.wsb-nlu.edu.pl/en/management#master","https://study.gov.pl/wyzsza-szkola-biznesu-national-louis-university-1","mailto:bwz@wsb-nlu.edu.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","AGH University of Krakow","https://www.agh.edu.pl/","https://study.gov.pl/agh-university-krakow-6","mailto:international.students@agh.edu.pl","English"
"Humanities","Management","Master's Programme","full-time programme","Uniwersytet WSB Merito Opole","https://study.gov.pl/university/uniwersytet-wsb-merito-opole","https://study.gov.pl/uniwersytet-wsb-merito-opole","mailto:rekrutacja@opole.merito.pl","English"
"Technological sciences","Management","Bachelor Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/quality-and-production-management","mailto:iso@pcz.pl","English"
"Technological sciences","Management","Bachelor Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroc-aw-university-technology-6","mailto:admission@pwr.edu.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Siedlce University of Natural Sciences and Humanitiesis","https://go-poland.pl/university/siedlce-university-natural-sciences-and-humanities","https://study.gov.pl/siedlce-university-natural-sciences-and-humanitiesis","mailto:students@uph.edu.pl","English"
"Humanities","Management","Bachelor Programme","full-time programme","Uniwersytet WSB Merito Szczecin","https://study.gov.pl/university/uniwersytet-wsb-merito-szczecin","https://study.gov.pl/uniwersytet-wsb-merito-szczecin-0","mailto:study@szczecin.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Uniwersytet WSB Merito Bydgoszcz","https://study.gov.pl/university/uniwersytet-wsb-merito-bydgoszcz","https://study.gov.pl/uniwersytet-wsb-merito-bydgoszcz-7","mailto:study@torun.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Uniwersytet WSB Merito Bydgoszcz","https://study.gov.pl/university/uniwersytet-wsb-merito-bydgoszcz","https://study.gov.pl/uniwersytet-wsb-merito-bydgoszcz-7","mailto:study@torun.merito.pl","English"
"Social sciences","Management","Master's Programme","full-time programme","Kozminski University","https://go-poland.pl/university/kozminski-university","https://study.gov.pl/kozminski-university-1","mailto:admission@kozminski.edu.pl","English"
"Social sciences","Management","Bachelor Programme","full-time programme","Poznan University of Economics and Business","https://go-poland.pl/university/poznan-university-economics-and-business","https://study.gov.pl/poznan-university-economics-and-business-0","mailto:bachelor@ue.poznan.pl","English"
