"University","Degree","Level","Language","Credits_Percent","Area","ECTS_Foreign","Cost_per_ECTS","ECTS","Subjects_Foreign","Linguistic_Requirements","Program_Link"
"Universidad de Barcelona","Statistics and Operations Research","Master","English","40%","Sciences","36","Check it with the coordinating university","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/S/M0S0H/index.html"
"Universidad de Barcelona","Theoretical Chemistry and Computational Modelling","Master","English","100%","Sciences","120","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","120","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/T/MD305/index.html"
"Universidad de Barcelona","Translational Medicine","Master","English","100%","Health Sciences","60","Approximate price: 46.50 euros per credit (65,87 euros for students who are not EU nationals and do not currently reside in Spain).","60","All","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/mastertranslationalmedicine/"
"Universidad de Barcelona","Urban Design: Art, City, Society","Master","English/Portuguese","English: 5%. Portuguese: 20%","Arts and Humanities","22.5","Approximate price:  46.50 euros per credit ( 82 euros for students who are not EU nationals and do not currently reside in Spain).","90","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/U/M090C/index.html"
"Universidad de Barcelona","Visual Arts and Education: A Constructionist Approach","Master","English","","Social Sciences and Law","","Check it with the coordinating university","60","","http://www.ub.edu/web/ub/en/estudis/estudiar_UB/admissions/admissions_estrangers/admissions_estrangers_grau/admissions_estrangers_grau.html","http://www.ub.edu/web/ub/en/estudis/oferta_formativa/master_universitari/fitxa/V/M0908/index.html"
"Universidad Pontificia de Comillas","Official Master's Degree in Business Administration","Master","English","80%","Social Sciences and Law","48","371","60","15","C1","http://www.comillas.edu/en/postgrado/empresarial/master-universitario-en-administracion-de-empresas-mba-en"
"Universidad Pontificia de Comillas","Official Master's Degree in International and European Business Law / Máster Universitario en Derecho Internacional y Europeo de los Negocios","Master","English","100%","Social Sciences and Law","60","455","60","25","C1","http://www.comillas.edu/en/postgrado/juridica/master-universitario-en-derecho-internacional-y-europeo-de-los-negocios-master-in-international-and-european-business-law-en"
"Universidad Pontificia de Comillas","Official Master's Degree in International Management","Master","English","100%","Social Sciences and Law","60","370","60","20","B2","http://www.comillas.edu/en/postgrado/empresarial/master-universitario-en-direccion-internacional-de-empresas-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Finance","Master","English","100%","Social Sciences and Law","60","270","60","22","C1","http://www.comillas.edu/en/postgrado/empresarial/master-universitario-en-finanzas-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Marketing","Master","English","100%","Social Sciences and Law","54","270","60","21","B2","http://www.comillas.edu/en/postgrado/empresarial/master-universitario-en-marketing-en"
"Universidad Pontificia de Comillas","Official Master's Degree in International Migration","Master","English","80%","Social Sciences and Law","48","107","60","16","B2","http://www.comillas.edu/en/postgrado/social/master-universitario-en-migraciones-internacionales-en"
"Universidad Pontificia de Comillas","Official Master's Degree in the Electric Power Industry","Master","English","100%","Architecture and Engineering","60","294","60","14","B2","http://www.icai.comillas.edu/en/master/mepi-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Industrial Engineering","Master","English","38%","Architecture and Engineering","45","227","120","8","B2","http://www.icai.comillas.edu/en/master/mii-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Industrial Engineering and MBA. Double-degree program","Master","English","56%","Architecture and Engineering","84","253","150","20","C1","http://www.icai.comillas.edu/en/master/mii-mba-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Industrial Engineering and Official Master's Degree in the Electric Power Industry. Double-degree program","Master","English","48%","Architecture and Engineering","72","230","150","13","C1","http://www.icai.comillas.edu/en/master/mii-mepi-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Industrial Engineering and Official Master's Degree in Railway Systems. Double-degree program","Master","English","16%","Architecture and Engineering","24","230","150","4","B2","http://www.icai.comillas.edu/en/master/mii-msf-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Telecommunications Engineering","Master","English","45%","Architecture and Engineering","54","227","120","11","B2","http://www.icai.comillas.edu/en/master/mit-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Telecommunications Engineering and MBA. Double-degree program","Master","English","60%","Architecture and Engineering","90","253","150","16","C1","http://www.icai.comillas.edu/en/master/mit-mba-en"
"Universidad Pontificia de Comillas","Official Master's Degree in Business Administration (MBA)","Master","English","60%","Social Sciences and Law","","392","60","","","https://www.comillas.edu/en/masters/official-master-degree-in-business-administration-mba"
"Universidad Pontificia de Comillas","Official Master's Degree in Finance","Master","English","60%","Social Sciences and Law","","285","60","","","https://www.comillas.edu/en/masters/official-master-degree-in-finance"
"Universidad Pontificia de Comillas","Official Master's Degree in International Management (MIM)","Master","English","60%","Social Sciences and Law","","383","60","","","https://www.comillas.edu/en/masters/official-master-degree-in-international-management"
"Universidad Pontificia de Comillas","Official Master's Degree in Marketing","Master","English","60%","Social Sciences and Law","","285","60","","","https://www.comillas.edu/en/masters/official-master-degree-in-marketing"
"Universidad de Girona","Master's in Mechanics of Materials and Structures (MMS)","Master","English","100%","Architecture and Engineering","60","66","60","14","","Master's in Mechanics of Materials and Structures (MMS)"
"Universidad de Girona","Màster Universitari Erasmus Mundus en Medical Imaging and Applications (MAIA)","Master","English","100%","Architecture and Engineering","30","","120","6","","Erasmus Mundus Joint Master's in Medical Imaging and Applications (MAIA)"
"Universidad de Girona","Master's in Vision and Robotics (VIBOT)","Master","English","100%","Architecture and Engineering","16","","120","3","","Master's in Vision and Robotics (VIBOT)"
"Universidad de Girona","Master's in Advanced Catalysis and Molecular Modelling","Master","English","100%","Sciences","52","66","60","10","","Master's in Advanced Catalysis and Molecular Modelling"
"Universidad de Girona","Erasmus Mundus European Master's in Tourism Management (EMTM)","Master","English","100%","Social Sciences and Law","56","","120","7","","Erasmus Mundus European Master's in Tourism Management (EMTM)"
"Universidad de Girona","Màster Universitari en Direcció i Planificació de Turisme","Master","English","50%","Social Sciences and Law","30","66","60","5","","Màster en Direcció i Planificació del Turisme"
"Universidad Autonóma de Madrid","Mathematics and Applications","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Biotechnology","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Theoretical Physics","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Condensed Matter Physics and Biological Systems","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Theoretical Chemistry and Computational Modelling","Master","English","100%","","120","47,39/
					84,07","120","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Inland Water Quality Assessment","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Molecular Nanoscience and Nanotechnology","Master","English","100%","","60","42,97/
					68,25","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Biomolecules and Cell Dynamics","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Molecular Biomedicine","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Pharmacological Research","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","International economics","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Literary and Cultural Studies in Great Britain and Anglophone Countries","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","English Applied Linguistics","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Urban studies Four Cities","Master","English","100%","","120","47,39/
					84,07","120","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Bioinformatics and Computational Biology","Master","English","100%","","60","47,39/
					84,07","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Telecommunication Engineering","Master","English","100%","","60","31,35/ 
					154,80","60","","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","ICT Research and Innovation","Master","English","40%","","24","47,39/
					84,07","60","4","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
"Universidad Autonóma de Madrid","Marketing Management","Master","English","10%","","6","47,39/
					84,07","60","1","","http://www.uam.es/UAM/Masteres-Oficiales/1242684629435.htm?language=es&nodepath=Listado%20de%20Másteres%20Oficiales"
