"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"Global Business and Economics","Vilnius University","Master","https://studyin.lt/programs/global-business-and-economics/","English","Lithuania",NA,"No",54.682788,25.287514
"Marketing and Integrated Communication","Vilnius University","Master","https://studyin.lt/programs/marketing-and-integrated-communication/","English","Lithuania",NA,"No",54.682788,25.287514
"International Business Management","Vilnius University","Master","https://studyin.lt/programs/international-business-management/","English","Lithuania",NA,"No",54.682788,25.287514
"Finance and Banking","Vilnius University","Master","https://studyin.lt/programs/finance-and-banking/","English","Lithuania",NA,"No",54.682788,25.287514
"Data Science","Vilnius University","Master","https://studyin.lt/programs/data-science/","English","Lithuania",NA,"No",54.682788,25.287514
"International Communication","Vilnius University","Master","https://studyin.lt/programs/international-communication/","English","Lithuania",NA,"No",54.682788,25.287514
"International and European Law","Vilnius University","Master","https://studyin.lt/programs/international-and-european-law/","English","Lithuania",NA,"No",54.682788,25.287514
"Eastern European and Russian Studies","Vilnius University","Master","https://studyin.lt/programs/eastern-european-and-russian-studies/","Russian","Lithuania",NA,"No",54.682788,25.287514
"English Studies (Media Discourse)","Vilnius University","Master","https://studyin.lt/programs/english-studies-media-linguistics/","English","Lithuania",NA,"No",54.682788,25.287514
"English Studies (Literature, Linguistics, Culture)","Vilnius University","Master","https://studyin.lt/programs/english-studies-literature-linguistics-culture/","English","Lithuania",NA,"No",54.682788,25.287514
"English Studies (Linguistics)","Vilnius University","Master","https://studyin.lt/programs/english-studies-linguistics/","English","Lithuania",NA,"No",54.682788,25.287514
"Informatics","Vilnius University","Master","https://studyin.lt/programs/informatics-4/","English","Lithuania",NA,"No",54.682788,25.287514
"Software Engineering","Vilnius University","Master","https://studyin.lt/programs/software-engineering-3/","English","Lithuania",NA,"No",54.682788,25.287514
"Financial and Actuarial Mathematics","Vilnius University","Master","https://studyin.lt/programs/financial-and-actuarial-mathematics/","English","Lithuania",NA,"No",54.682788,25.287514
"Mathematics","Vilnius University","Master","https://studyin.lt/programs/mathematics/","English","Lithuania",NA,"No",54.682788,25.287514
"Computer Modelling","Vilnius University","Master","https://studyin.lt/programs/computer-modelling/","English","Lithuania",NA,"No",54.682788,25.287514
"Chemical Physics","Vilnius University","Master","https://studyin.lt/programs/chemical-physics/","English","Lithuania",NA,"No",54.682788,25.287514
"Electronics and Telecommunication Technologies","Vilnius University","Master","https://studyin.lt/programs/electronics-and-telecommunication-technologies/","English","Lithuania",NA,"No",54.682788,25.287514
"Theoretical Physics and Astrophysics","Vilnius University","Master","https://studyin.lt/programs/theoretical-physics-and-astrophysics/","English","Lithuania",NA,"No",54.682788,25.287514
"Geology","Vilnius University","Master","https://studyin.lt/programs/geology-2/","English","Lithuania",NA,"No",54.682788,25.287514
"Nanochemistry and Entrepreneurship","Vilnius University","Master","https://studyin.lt/programs/nanochemistry-and-entrepreneurship/","English","Lithuania",NA,"No",54.682788,25.287514
"Pharmaceutical Chemistry","Vilnius University","Master","https://studyin.lt/programs/pharmaceutical-chemistry/","English","Lithuania",NA,"No",54.682788,25.287514
"Systems Biology","Vilnius University","Master","https://studyin.lt/programs/systems-biology/","English","Lithuania",NA,"No",54.682788,25.287514
"Biochemistry","Vilnius University","Master","https://studyin.lt/programs/biochemistry/","English","Lithuania",NA,"No",54.682788,25.287514
"Biophysics","Vilnius University","Master","https://studyin.lt/programs/biophysics/","English","Lithuania",NA,"No",54.682788,25.287514
"Molecular Biotechnology","Vilnius University","Master","https://studyin.lt/programs/molecular-biotechnology/","English","Lithuania",NA,"No",54.682788,25.287514
"Genetics","Vilnius University","Master","https://studyin.lt/programs/genetics/","English","Lithuania",NA,"No",54.682788,25.287514
"Molecular Biology","Vilnius University","Master","https://studyin.lt/programs/molecular-biology/","English","Lithuania",NA,"No",54.682788,25.287514
"Neurobiology","Vilnius University","Master","https://studyin.lt/programs/neurobiology/","English","Lithuania",NA,"No",54.682788,25.287514
"Social Work","Vilnius University","Master","https://studyin.lt/programs/social-work-5/","English","Lithuania",NA,"No",54.682788,25.287514
"Natural Systems Management","Vilnius University","Master","https://studyin.lt/programs/natural-systems-management/","English","Lithuania",NA,"No",54.682788,25.287514
"Medicine","Vilnius University","Integrated Bachelor + Master","https://studyin.lt/programs/medicine/","English","Lithuania",NA,"No",54.682788,25.287514
"Dentistry","Vilnius University","Integrated Bachelor + Master","https://studyin.lt/programs/dentistry/","English","Lithuania",NA,"No",54.682788,25.287514
"Information Systems and Cyber Security","Vilnius University","Bachelor","https://studyin.lt/programs/information-systems-and-cyber-security/","English","Lithuania",180,"No",54.682788,25.287514
"Software Engineering","Vilnius University","Bachelor","https://studyin.lt/programs/software-engineering-2/","English","Lithuania",180,"No",54.682788,25.287514
"Economics and Investment","Vilnius University","Bachelor","https://studyin.lt/programs/economics-4/","English","Lithuania",180,"No",54.682788,25.287514
"German Philology","Vilnius University","Bachelor","https://studyin.lt/programs/german-philology/","German","Lithuania",180,"No",54.682788,25.287514
"English Philology","Vilnius University","Bachelor","https://studyin.lt/programs/english-philology-2/","English","Lithuania",180,"No",54.682788,25.287514
"Light Engineering (Lasers)","Vilnius University","Bachelor","https://studyin.lt/programs/light-engineering/","English","Lithuania",180,"No",54.682788,25.287514
"Quantitative Economics","Vilnius University","Bachelor","https://studyin.lt/programs/quantitative-economics/","English","Lithuania",180,"No",54.682788,25.287514
"Management","Vilnius University","Bachelor","https://studyin.lt/programs/management-3/","English","Lithuania",180,"No",54.682788,25.287514
"Accounting and Audit","Vilnius University","Bachelor","https://studyin.lt/programs/accounting-and-audit/","English","Lithuania",180,"No",54.682788,25.287514
"Global Marketing","Vilnius University","Bachelor","https://studyin.lt/programs/global-marketing/","English","Lithuania",180,"No",54.682788,25.287514
"International Business","Vilnius University","Bachelor","https://studyin.lt/programs/international-business-4/","English","Lithuania",180,"No",54.682788,25.287514
"Aesthetic Cosmetology","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/aesthetic-cosmetology/","English","Lithuania",180,"No",50.5328165,14.1750751
"Law and Global Security","Mykolas Romeris University","Bachelor","https://studyin.lt/programs/law-and-global-security/","English","Lithuania",180,"No",54.687367,25.289212
"Construction / Строительство","Šiaulių valstybinė kolegija / Higher Education Institution","Bachelor","https://studyin.lt/programs/construction-%d1%81%d1%82%d1%80%d0%be%d0%b8%d1%82%d0%b5%d0%bb%d1%8c%d1%81%d1%82%d0%b2%d0%be/","Russian","Lithuania",180,"No",51.919438,19.145136
"Digital Business","Vilnius Business College / Higher Education Institution","Bachelor","https://studyin.lt/programs/digital-business/","English","Lithuania",180,"No",54.687367,25.289212
"Sustainable Corporate Finance and Investments","Vilnius University","Master","https://studyin.lt/programs/sustainable-corporate-finance-and-investments/","English","Lithuania",NA,"No",54.682788,25.287514
"Human Resources Management","Vilnius University","Master","https://studyin.lt/programs/human-resources-management/","English","Lithuania",NA,"No",54.682788,25.287514
"Business Process Management","Vilnius University","Master","https://studyin.lt/programs/business-process-management/","English","Lithuania",NA,"No",54.682788,25.287514
"Business Leadership","Vilnius Gediminas Technical University (VILNIUS TECH)","Master","https://studyin.lt/programs/business-leadership/","English","Lithuania",NA,"No",54.725283,25.330526
"Nanobiotechnology","Vilnius Gediminas Technical University (VILNIUS TECH)","Master","https://studyin.lt/programs/nanobiotechnology/","English","Lithuania",NA,"No",54.725283,25.330526
"Transport Logistics","Vilnius Gediminas Technical University (VILNIUS TECH)","Master","https://studyin.lt/programs/transport-logistics-2/","English","Lithuania",NA,"No",54.725283,25.330526
"Marine Engineering","Lithuanian Maritime Academy","Bachelor","https://studyin.lt/programs/marine-power-plant-operation/","English","Lithuania",180,"No",57.024115,24.007347
"Multimedia Design","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor","https://studyin.lt/programs/multimedia-design-2/","English","Lithuania",180,"No",54.725283,25.330526
"Medical Engineering","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor","https://studyin.lt/programs/biomechanics/","English","Lithuania",180,"No",54.725283,25.330526
"Information and Communication Technologies","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor","https://studyin.lt/programs/information-and-communication-technologies/","English","Lithuania",180,"No",54.725283,25.330526
"Environmental Technology","Vilnius Gediminas Technical University (VILNIUS TECH)","Bachelor","https://studyin.lt/programs/environmental-protection-engineering/","English","Lithuania",180,"No",54.725283,25.330526
"Management of Organizations","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor","https://studyin.lt/programs/administration-of-institutions-and-companies/","English","Lithuania",180,"No",51.919438,19.145136
"Social Work","Klaipėdos valstybinė kolegija / Higher Education Institution","Bachelor","https://studyin.lt/programs/social-work-2/","English","Lithuania",180,"No",51.919438,19.145136
"Sustainable and Energy Efficient Buildings","Kaunas University of Technology","Master","https://studyin.lt/programs/sustainable-and-energy-efficient-buildings/","English","Lithuania",NA,"No",54.903024,23.950302
"Dental Hygiene","Lithuanian University of Health Sciences","Bachelor","https://studyin.lt/programs/dental-hygiene-3/","English","Lithuania",180,"No",54.892574,23.914519
"Laboratory Medicine Biology","Lithuanian University of Health Sciences","Master","https://studyin.lt/programs/laboratory-medicine-biology/","English","Lithuania",NA,"No",54.892574,23.914519
"Multimedia and Internet Technologies","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/11669/","English","Lithuania",180,"No",54.899789,23.911436
"Mathematics and its Application: Specialization Mathematics of Artificial Intelligence","Vytautas Magnus University","Bachelor","https://studyin.lt/programs/mathematics-and-its-application-specialization-artificial-intelligence-mathematics/","English","Lithuania",180,"No",54.899789,23.911436
"General Practice Nursing","SMK College of Applied Sciences","Bachelor","https://studyin.lt/programs/general-practice-nursing/","English","Lithuania",180,"No",50.5328165,14.1750751
"English and Another Foreign Language (German)","Vilnius University","Bachelor","https://studyin.lt/programs/english-and-another-foreign-language-german/","German","Lithuania",180,"No",54.682788,25.287514
"Gender Studies","European Humanities University","Master","https://studyin.lt/programs/gender-studies/","English","Lithuania",NA,"No",54.687367,25.289212
